 22  39  40  58  63  78  84  99
 19  21  33  34  62  66  92  95
 4  8  28  47  56  72  84  86
 2  36  38  42  63  71  76  77
 10  11  39  51  54  59  67  71
 11  14  35  37  38  45  46  63
 3  6  8  43  48  59  95  99
 2  44  47  54  61  72  74  84
 8  26  28  29  37  69  76  83
 8  25  26  32  50  76  80  82
 13  15  21  53  67  72  80  88
 33  38  53  60  63  66  76  84
 2  9  21  51  55  58  63  99
 51  57  68  81  89  93  98  99
 3  14  24  34  56  57  82  83
 22  31  34  40  55  86  88  91
 15  17  19  36  54  67  96  99
 9  39  47  54  67  72  84  92
 8  23  27  45  54  68  74  93
 13  32  40  59  70  79  91  92
 6  53  60  68  78  86  91  97
 21  30  53  57  88  90  93  97
 1  25  26  29  34  45  59  98
 12  15  27  35  47  48  61  65
 8  50  57  71  82  85  86  91
 3  12  16  41  45  62  79  92
 0  8  12  32  34  52  88  92
 3  4  9  26  50  79  86  96
 30  33  38  45  50  55  65  83
 6  33  46  50  58  63  79  92
 7  11  33  38  78  87  91  94
 2  4  13  34  48  50  68  84
 7  17  48  53  70  78  93  99
 4  9  21  49  50  60  75  85
 37  41  47  53  64  73  83  99
 14  35  48  61  68  87  95  96
 23  30  37  41  62  65  71  86
 5  7  11  15  22  57  67  96
 4  16  40  42  43  54  59  90
 4  7  13  19  25  44  62  79
 16  22  29  36  40  50  63  84
 5  27  41  66  73  79  88  93
 14  16  31  32  55  74  82  87
 44  46  54  57  67  71  75  96
 5  23  27  28  46  48  79  93
 12  19  23  39  47  58  73  87
 11  23  25  29  31  48  62  66
 13  27  37  53  59  66  74  84
 6  13  30  31  42  51  61  68
 7  20  38  45  65  80  92  95
 28  60  62  65  75  91  92  98
 1  3  8  22  40  42  54  75
 9  57  59  77  89  92  96  99
 9  16  26  41  49  61  64  89
 12  61  62  70  75  89  94  95
 8  30  48  50  73  86  87  95
 14  18  22  36  38  58  72  98
 16  29  36  40  47  80  86  97
 7  21  31  47  53  54  63  95
 6  13  27  48  61  71  75  91
 11  23  36  37  43  61  88  94
 7  8  65  68  69  71  78  89
 14  27  29  40  65  71  87  92
 19  26  30  31  35  46  49  65
 10  18  28  35  44  77  89  91
 26  51  57  79  80  81  90  94
 0  34  35  68  75  77  92  95
 0  6  19  28  39  53  56  72
 7  12  15  28  32  33  34  89
 11  38  40  53  57  73  78  96
 12  13  18  51  78  90  97  99
 14  24  28  30  46  61  62  82
 14  17  21  46  49  50  54  88
 6  22  26  32  46  51  74  93
 0  4  6  25  33  43  60  90
 3  4  5  15  34  47  56  79
 1  43  58  75  76  78  91  92
 11  13  25  32  33  46  83  99
 26  27  38  51  62  65  69  91
 2  9  30  38  42  47  69  75
 20  30  45  48  51  56  67  84
 0  3  9  24  45  49  53  72
 4  8  37  49  51  69  72  78
 13  14  34  55  62  77  78  82
 2  21  36  40  59  63  71  97
 2  16  22  33  39  40  52  76
 3  5  30  42  68  73  87  95
 2  23  30  34  52  88  94  98
 4  10  24  41  46  58  66  72
 2  3  6  28  32  44  64  96
 1  6  15  24  40  48  58  93
 5  12  40  49  56  86  89  99
 2  11  15  56  57  81  88  91
 6  42  45  48  55  70  75  93
 0  8  18  20  36  62  77  81
 4  17  25  26  31  56  66  80
 1  5  9  20  28  40  79  87
 12  33  34  71  78  86  88  93
 16  23  26  31  67  71  82  94
 11  17  26  29  38  45  73  77
 0  19  20  35  67  71  78  79
 0  8  37  46  64  92  95  98
 2  31  45  72  73  80  81  92
 29  31  33  38  46  60  70  88
 17  25  30  49  50  51  52  94
 12  13  14  34  52  67  87  94
 2  3  12  32  33  46  50  63
 17  32  39  50  59  84  92  93
 4  10  46  56  59  88  90  98
 11  29  42  44  53  54  84  88
 10  26  29  34  54  65  73  81
 4  6  16  19  51  52  64  93
 16  18  36  37  55  61  65  92
 2  7  25  59  65  71  95  97
 22  42  72  83  89  93  95  97
 7  16  37  41  43  57  70  77
 12  32  46  48  52  77  86  95
 12  27  29  30  32  51  63  83
 0  4  37  45  56  76  82  88
 19  42  49  53  64  70  73  82
 6  12  47  60  66  67  70  86
 5  27  28  36  38  42  79  85
 27  34  43  48  56  88  90  93
 1  6  50  61  62  67  76  85
 0  10  23  30  45  73  75  97
 8  19  27  46  49  58  70  74
 7  22  23  42  44  45  48  66
 17  25  27  35  77  85  86  90
 17  26  31  37  44  45  52  84
 11  24  38  41  42  44  46  55
 4  12  20  45  60  68  75  81
 29  38  42  43  51  54  62  88
 44  50  58  82  83  88  92  93
 12  42  43  44  53  68  73  74
 15  40  51  54  72  80  83  92
 32  35  48  60  61  70  80  85
 32  49  77  80  81  91  97  98
 10  11  21  53  64  82  85  98
 11  55  66  75  79  93  94  96
 9  12  28  30  60  73  81  85
 2  14  40  50  64  70  81  95
 6  19  23  55  67  69  73  96
 18  30  37  44  79  91  93  95
 30  37  45  55  65  72  91  97
 9  31  35  40  51  52  53  66
 2  21  34  39  52  56  63  98
 16  65  75  87  90  93  94  98
 5  26  31  70  71  76  97  99
 9  12  18  29  33  36  63  91
 5  7  31  42  51  63  72  93
 12  14  33  39  56  75  76  84
 7  8  19  27  28  59  74  77
 26  29  37  47  54  68  91  94
 2  46  47  48  63  69  89  98
 18  22  31  33  34  70  84  85
 17  21  24  25  57  63  73  83
 11  31  46  64  74  81  93  96
 1  4  5  24  39  51  94  96
 20  21  39  55  57  58  92  96
 3  25  50  53  59  85  90  92
 0  9  37  51  56  66  80  96
 35  38  48  61  66  82  84  97
 15  16  29  32  33  42  78  91
 19  25  26  46  54  65  66  70
 13  23  26  29  34  39  62  94
 0  3  8  9  75  79  82  99
 7  34  58  76  81  86  89  93
 0  13  34  45  49  52  67  78
 14  25  32  37  51  62  83  97
 26  33  53  66  69  78  86  89
 14  18  32  37  60  80  83  91
 1  8  11  17  61  70  72  87
 1  19  39  61  74  76  87  99
 7  8  26  38  46  50  79  87
 3  4  55  73  79  80  91  97
 17  31  35  53  63  74  91  92
 46  47  53  56  59  71  80  92
 1  8  28  36  76  87  92  93
 32  41  46  62  75  84  95  96
 1  2  36  40  48  51  63  87
 11  21  23  41  65  69  72  76
 13  28  30  31  32  36  37  75
 0  1  3  11  35  73  84  90
 21  24  26  34  39  46  67  81
 1  2  15  39  46  78  92  98
 14  15  28  38  57  68  72  99
 2  9  10  13  14  30  47  92
 1  22  42  55  57  62  68  69
 2  9  25  37  44  61  66  79
 16  22  35  46  49  55  68  79
 13  33  37  43  47  57  60  86
 24  41  45  48  66  81  84  91
 25  33  40  56  69  74  90  92
 3  19  26  56  60  66  74  86
 14  51  64  74  80  83  90  95
 5  6  22  28  29  49  68  85
 11  18  21  28  41  53  75  80
 4  16  27  40  43  54  79  87
 15  21  26  54  56  59  78  83
 2  26  33  41  55  58  70  75
 16  26  32  38  73  81  90  92
 4  16  21  39  46  56  62  92
 25  27  29  63  65  73  74  87
 0  21  45  54  56  57  67  70
 2  3  5  13  16  38  62  78
 30  35  44  54  63  83  91  92
 24  33  34  52  63  69  82  98
 5  20  35  53  59  68  73  79
 23  28  42  59  61  67  79  97
 4  39  40  56  64  69  78  97
 11  15  17  24  52  66  86  96
 15  16  54  62  63  71  79  99
 9  12  22  39  49  79  80  99
 11  13  24  25  34  39  45  95
 5  23  24  25  49  88  95  98
 5  10  27  31  43  45  61  79
 7  25  36  59  75  76  84  93
 23  37  48  55  79  80  83  89
 8  25  32  39  46  58  60  92
 11  30  45  54  63  72  82  95
 1  3  6  28  40  52  60  66
 3  7  8  12  21  53  84  95
 8  21  65  75  83  84  90  97
 33  37  47  49  66  73  82  85
 4  15  30  42  44  45  52  81
 19  20  25  30  58  61  77  99
 24  34  39  44  51  52  75  86
 13  30  36  40  57  63  76  81
 8  12  32  53  58  66  68  70
 8  27  31  57  61  69  73  92
 0  54  62  69  70  75  86  92
 2  25  40  56  58  61  65  82
 13  41  49  57  59  76  94  99
 1  7  40  55  57  66  83  94
 3  15  29  40  42  69  85  97
 15  38  49  63  72  78  91  93
 11  47  59  65  66  68  71  81
 0  3  4  22  63  72  80  92
 5  8  20  42  49  61  77  90
 6  17  18  25  62  70  73  95
 28  33  51  58  59  64  74  94
 22  40  46  60  84  91  92  94
 14  21  43  61  66  74  82  88
 7  27  40  42  59  62  87  88
 2  3  14  15  69  72  86  88
 22  47  49  50  67  82  91  95
 19  21  24  29  54  71  83  93
 6  7  13  35  36  49  69  94
 8  28  35  39  40  53  76  89
 4  60  69  73  83  85  89  98
 22  28  30  56  68  82  88  89
 29  47  48  53  70  85  87  98
 4  13  33  38  54  56  70  98
 20  30  36  40  59  73  77  90
 8  10  49  60  68  83  91  97
 3  11  19  24  27  72  74  77
 19  41  42  66  79  87  93  97
 22  23  26  28  30  51  86  87
 5  8  22  29  73  77  79  95
 15  21  38  53  78  90  92  96
 10  11  44  56  60  62  67  82
 1  11  14  34  67  81  84  96
 1  8  29  52  61  69  72  76
 5  7  18  39  53  56  75  92
 12  19  29  35  43  50  56  78
 8  42  44  81  87  88  89  93
 5  14  20  26  53  61  72  94
 37  44  61  66  70  82  86  93
 0  1  5  40  67  77  88  91
 12  16  25  63  64  81  84  97
 19  36  39  60  74  87  89  91
 0  11  15  18  53  61  72  91
 11  13  17  26  72  73  80  85
 1  9  10  75  76  86  87  93
 23  31  36  47  53  57  60  95
 1  21  33  48  57  62  82  95
 14  15  33  40  41  62  77  88
 3  4  7  17  33  36  39  95
 14  22  24  25  38  63  67  80
 11  14  17  35  61  67  96  98
 6  16  29  31  49  54  58  74
 21  30  49  60  65  70  87  92
 31  43  51  53  65  72  87  98
 19  38  53  64  69  79  83  89
 2  5  6  16  31  46  79  94
 26  34  51  59  67  79  88  95
 22  24  25  47  59  71  77  81
 29  32  45  46  48  50  58  92
 8  24  28  33  51  52  69  73
 4  7  9  15  22  41  83  90
 19  24  36  54  58  75  83  92
 16  26  41  48  50  57  91  96
 9  16  51  53  84  85  90  97
 19  37  39  48  54  55  71  98
 7  8  25  60  62  70  72  88
 4  26  34  51  54  76  82  85
 9  19  27  40  42  59  64  93
 4  24  28  29  33  51  61  82
 1  59  66  72  77  79  90  94
 0  4  10  19  20  73  87  96
 6  9  13  14  17  20  41  99
 5  19  23  24  35  56  61  97
 3  11  26  40  53  54  77  87
 1  28  30  38  43  48  73  85
 9  18  20  24  28  32  42  60
 5  9  15  53  55  72  78  88
 11  12  35  48  73  93  97  99
 12  20  24  33  68  70  84  88
 0  49  50  55  69  73  78  83
 3  11  13  34  42  64  74  81
 6  10  23  36  45  48  66  70
 4  7  26  27  30  33  64  96
 11  18  28  35  51  63  71  98
 35  38  64  68  79  88  91  97
 13  26  41  52  60  61  73  74
 1  9  16  25  35  51  71  74
 10  33  48  54  56  76  91  97
 19  38  44  53  62  63  69  75
 7  24  28  33  55  61  91  97
 3  17  21  26  61  64  93  94
 1  6  19  24  35  85  94  99
 35  42  43  46  47  49  52  86
 19  32  35  43  60  70  74  81
 4  5  6  19  49  83  84  98
 4  10  13  15  49  56  83  87
 5  25  33  49  75  77  89  98
 0  6  10  17  30  45  48  50
 6  15  51  52  57  58  59  81
 0  1  10  27  51  53  59  99
 6  15  16  31  35  37  38  56
 5  15  17  49  50  72  87  90
 8  15  20  41  60  74  86  88
 5  15  42  54  62  65  86  89
 6  25  27  36  60  63  90  92
 0  4  11  38  53  55  63  71
 12  14  18  28  54  60  88  98
 15  22  37  48  58  72  92  95
 9  22  36  38  41  54  61  98
 15  20  24  35  58  60  82  84
 0  7  16  39  49  61  95  97
 9  28  32  45  56  59  90  94
 11  17  22  56  57  72  79  87
 25  28  41  47  55  81  89  92
 14  19  33  40  48  61  71  79
 7  33  39  42  48  75  81  83
 13  14  26  55  63  73  89  91
 9  31  35  38  51  69  78  87
 1  10  12  35  37  82  84  90
 7  32  67  76  87  88  92  96
 5  7  28  56  59  64  74  95
 5  21  37  44  49  52  65  68
 10  32  33  46  64  83  86  98
 12  16  34  37  53  75  83  97
 4  13  28  34  37  46  50  97
 1  3  38  44  71  73  77  79
 10  13  30  32  43  47  67  91
 7  15  25  34  55  85  86  99
 15  16  19  57  66  67  78  86
 13  14  30  57  68  78  84  93
 4  6  10  56  61  64  65  73
 10  21  41  45  53  60  62  67
 16  23  24  28  36  37  50  60
 4  25  43  45  54  79  91  95
 6  35  45  48  54  57  82  87
 0  13  14  26  64  69  74  89
 3  5  33  45  62  71  83  97
 7  13  42  54  70  75  80  82
 3  6  22  24  28  43  51  63
 1  38  66  75  77  79  91  97
 16  29  56  57  59  66  70  96
 9  20  22  24  30  43  56  74
 27  32  48  75  77  96  97  98
 33  40  45  48  59  66  80  98
 9  10  41  45  83  85  92  99
 1  14  23  29  50  77  79  92
 8  22  35  36  39  47  59  68
 0  5  31  41  45  68  80  93
 3  25  29  62  72  86  95  98
 26  39  40  55  71  75  90  93
 20  24  37  39  53  69  83  99
 13  14  20  28  49  64  70  72
 33  42  57  59  66  72  75  85
 34  54  56  66  70  72  81  91
 0  13  23  43  61  69  73  79
 7  8  13  20  28  44  50  59
 18  27  33  37  55  62  66  85
 8  21  23  33  64  69  72  82
 6  17  23  25  32  36  39  77
 13  15  16  21  26  30  68  71
 7  19  24  27  29  67  74  81
 14  17  26  38  40  83  85  91
 14  34  35  63  65  76  90  94
 1  11  23  28  35  44  63  93
 0  14  21  22  34  37  48  95
 1  17  25  52  62  72  82  84
 13  21  22  29  46  53  74  75
 7  8  23  45  49  63  66  97
 6  21  40  49  82  85  88  92
 23  36  57  64  74  93  95  97
 22  49  50  53  67  80  89  90
 6  7  9  16  29  45  53  84
 9  16  28  50  70  84  86  93
 2  12  14  23  52  65  70  78
 21  34  48  62  68  71  82  89
 0  6  15  35  37  78  83  89
 0  11  56  66  70  71  78  96
 10  17  23  47  56  57  62  65
 8  10  25  31  32  35  40  86
 10  17  19  22  44  61  71  96
 6  9  14  32  38  77  94  99
 8  18  39  42  61  85  90  93
 8  38  44  45  59  82  83  86
 21  23  32  34  47  52  57  73
 4  17  23  28  50  60  84  94
 13  27  64  85  88  90  97  99
 2  4  9  21  51  59  63  87
 4  8  24  45  56  65  71  89
 8  21  31  46  56  81  85  89
 34  48  54  59  78  83  85  88
 13  16  24  54  57  61  68  83
 21  25  30  33  50  55  56  97
 1  18  21  23  79  83  87  92
 0  11  28  46  47  58  81  94
 6  21  30  38  50  54  63  77
 37  38  46  47  50  71  83  94
 17  27  33  54  59  63  70  73
 12  22  37  44  51  60  82  94
 5  36  39  58  60  77  78  99
 6  8  21  22  38  44  96  98
 2  25  27  31  55  63  70  96
 1  4  5  20  23  53  83  96
 9  36  48  50  77  81  95  98
 6  11  22  46  64  65  69  93
 3  10  47  50  56  71  74  93
 20  25  27  46  49  54  77  84
 20  31  40  42  73  78  85  93
 25  28  30  57  73  80  91  97
 5  12  24  26  59  63  80  90
 1  21  34  38  65  70  88  97
 15  20  35  41  57  63  67  78
 2  6  18  26  68  69  90  93
 14  23  25  30  39  56  73  74
 4  14  24  26  30  38  57  97
 19  28  42  55  56  71  76  80
 1  23  24  51  54  60  72  80
 20  36  56  67  69  70  73  97
 2  3  7  21  77  80  95  99
 6  21  48  60  62  73  89  99
 8  14  20  33  59  68  81  94
 13  31  34  36  61  77  84  85
 48  50  55  57  72  75  92  95
 0  3  11  19  35  42  74  85
 8  14  22  32  68  77  79  99
 8  29  48  59  76  80  81  98
 0  6  11  19  59  76  90  96
 0  5  25  27  28  32  56  70
 0  2  9  15  61  63  88  98
 0  10  12  24  42  50  86  98
 14  26  39  41  58  85  87  91
 22  38  51  65  70  82  88  96
 22  27  37  40  52  68  73  89
 1  20  29  40  47  54  59  69
 14  21  24  26  51  75  81  86
 15  25  36  43  53  71  72  79
 36  51  52  60  69  76  77  93
 18  44  46  51  74  76  79  99
 5  14  28  50  69  74  80  91
 11  13  35  44  54  64  83  99
 7  21  28  45  60  84  87  97
 17  19  32  35  39  55  66  85
 28  33  41  46  62  66  80  95
 0  4  6  13  38  65  83  90
 2  16  41  44  56  70  73  95
 11  24  46  51  60  63  70  88
 18  29  40  63  67  76  88  98
 24  37  40  42  44  78  83  87
 2  18  26  30  58  65  81  89
 20  21  31  37  46  55  76  90
 37  60  65  77  86  87  88  99
 1  9  14  40  48  57  80  99
 20  54  59  61  70  74  87  92
 23  26  51  65  69  81  85  86
 1  7  13  28  36  44  62  84
 2  9  10  23  31  36  65  78
 1  5  29  32  56  59  70  91
 7  13  34  42  77  88  95  97
 7  27  31  45  61  66  68  80
 37  47  53  56  60  63  94  96
 5  10  35  59  60  78  79  99
 37  39  50  73  79  88  95  99
 2  15  22  24  44  65  86  98
 33  36  41  58  67  75  84  87
 8  38  58  75  86  89  93  94
 3  10  32  44  52  59  68  91
 3  6  31  50  56  85  92  98
 4  26  37  51  60  93  96  97
 3  11  19  42  45  47  61  81
 8  10  46  64  68  70  83  92
 0  5  27  37  41  68  77  91
 13  14  17  62  67  88  91  92
 4  6  7  17  25  43  47  49
 3  21  47  65  69  75  81  84
 13  20  21  39  46  65  72  73
 6  7  23  24  29  39  45  96
 11  20  31  51  54  85  94  97
 4  15  43  56  64  65  70  86
 7  13  25  40  47  65  71  94
 11  18  27  33  56  67  82  93
 1  5  13  27  30  67  84  88
 32  38  46  52  56  66  73  74
 12  22  27  62  67  85  86  96
 26  29  36  45  57  73  81  88
 35  39  55  63  68  73  97  98
 8  17  19  45  51  75  80  85
 4  6  27  44  45  49  68  85
 20  27  45  54  64  68  98  99
 29  39  50  61  63  74  76  80
 4  43  52  75  80  82  87  90
 3  11  13  30  47  69  79  96
 2  4  16  48  64  83  85  99
 1  7  9  14  36  60  94  95
 4  14  33  34  63  64  83  97
 2  10  40  71  76  82  83  98
 4  11  40  46  67  82  83  99
 7  11  12  15  45  50  53  60
 14  33  48  58  64  66  86  97
 21  48  57  59  70  77  83  86
 14  44  48  54  62  70  71  81
 32  33  36  40  44  46  73  74
 4  7  15  44  56  71  92  93
 15  33  36  44  46  76  89  94
 5  16  29  59  67  74  85  86
 23  32  63  64  72  78  90  98
 5  17  22  27  46  77  80  94
 6  25  34  37  56  62  66  77
 0  5  13  30  34  64  65  90
 10  22  24  39  55  65  73  86
 5  14  28  41  49  56  59  97
 1  6  26  33  44  51  66  83
 37  41  62  63  67  78  80  99
 0  9  26  45  54  66  86  87
 8  25  39  45  48  50  77  87
 3  17  24  39  45  59  84  93
 6  23  40  44  50  68  70  88
 12  13  25  40  59  65  78  92
 2  15  21  22  52  70  83  95
 0  5  11  29  42  50  54  88
 13  32  38  41  54  82  90  97
 2  46  51  52  58  67  75  80
 13  39  50  66  78  89  93  97
 1  9  38  40  43  54  75  82
 8  22  38  46  59  82  85  92
 29  34  43  78  82  86  88  98
 10  27  31  43  50  72  81  88
 31  33  48  52  61  68  75  81
