 72  96  103  121  152  160  181  200  210  211  289  317  318  330  351  358  371  374  394  412  473  530  554  569  606  645  646  659  665  672  703  784  820  831  857  884  887  894  913  938  944  966  972  974  989  996  1002  1009  1027  1031  1036  1078  1111  1122  1158  1172  1178  1194  1199  1219  1276  1283  1302  1332  1349  1352  1367  1381  1394  1423  1436  1458  1462  1476  1483
 5  55  56  102  120  141  162  202  212  220  223  228  235  260  296  304  326  368  383  396  408  434  454  479  490  515  545  572  581  589  605  608  620  623  639  647  721  745  747  798  800  822  833  860  890  938  950  983  1009  1030  1032  1040  1063  1075  1080  1083  1096  1118  1140  1145  1154  1188  1203  1221  1243  1273  1282  1302  1335  1343  1346  1350  1363  1414  1450
 24  44  58  62  82  93  113  169  192  197  207  212  245  255  271  283  285  320  328  347  367  446  463  502  528  573  577  582  628  629  681  695  703  724  727  728  766  792  793  800  815  845  876  885  901  911  982  984  1009  1011  1015  1031  1034  1071  1109  1133  1147  1184  1196  1199  1226  1239  1281  1286  1294  1304  1323  1328  1329  1335  1353  1415  1433  1478  1480
 48  55  94  97  99  100  144  165  173  205  224  235  236  280  288  296  310  321  365  420  425  430  441  453  480  487  494  521  534  541  542  551  558  560  594  628  673  700  743  756  768  823  862  868  882  893  894  899  933  959  973  974  983  1002  1114  1126  1140  1151  1163  1173  1188  1189  1238  1241  1259  1283  1287  1296  1328  1348  1359  1386  1400  1403  1407
 21  23  28  43  54  90  160  174  183  221  256  286  287  316  331  337  344  361  386  399  433  436  531  600  608  628  651  672  687  693  705  718  725  777  778  811  836  882  885  903  906  914  926  976  980  991  994  996  1096  1104  1176  1180  1184  1189  1197  1211  1219  1231  1245  1257  1269  1292  1303  1344  1358  1359  1393  1399  1444  1446  1455  1464  1465  1487  1490
 16  29  63  80  81  84  88  93  102  133  148  158  186  196  203  206  241  254  264  269  286  301  304  306  358  396  413  437  538  582  595  604  633  634  639  671  690  700  727  765  829  880  915  930  983  994  1019  1021  1022  1026  1028  1029  1031  1070  1073  1098  1124  1148  1180  1192  1204  1205  1210  1261  1275  1276  1289  1309  1325  1329  1334  1359  1411  1439  1491
 5  13  75  94  119  137  180  186  295  297  310  317  319  345  370  386  391  411  426  440  445  490  501  523  529  552  563  582  601  625  646  655  656  681  687  692  698  714  715  767  781  803  824  842  845  895  924  938  941  970  995  999  1053  1092  1138  1151  1174  1222  1243  1245  1281  1290  1309  1322  1326  1333  1355  1356  1359  1369  1393  1399  1468  1486  1491
 2  17  24  56  88  111  115  148  167  180  221  229  270  273  318  324  330  336  348  370  379  411  437  451  454  486  500  531  539  582  596  602  606  616  661  678  711  715  752  764  773  796  820  826  833  835  841  857  865  896  905  906  955  956  961  971  1071  1078  1084  1116  1154  1170  1212  1246  1255  1259  1276  1326  1333  1387  1391  1417  1422  1470  1476
 1  22  24  34  74  118  147  153  191  192  216  244  249  281  306  322  341  342  356  359  369  375  376  396  417  440  445  468  494  530  597  644  651  710  743  758  779  784  785  831  892  901  915  920  946  960  973  1000  1025  1048  1057  1061  1077  1086  1091  1116  1127  1142  1193  1255  1270  1301  1336  1337  1350  1355  1356  1363  1367  1379  1403  1405  1407  1475  1488
 11  106  142  155  159  164  174  180  210  251  258  291  295  300  339  346  391  403  416  429  432  442  449  457  475  536  554  582  609  633  654  665  694  738  745  756  789  790  798  810  822  829  863  864  893  911  932  944  980  981  998  1025  1029  1064  1078  1093  1113  1144  1217  1249  1258  1267  1271  1288  1293  1298  1300  1304  1316  1330  1363  1423  1441  1446  1476
 2  4  13  55  60  72  89  104  110  112  155  157  176  184  196  198  215  221  228  229  239  259  263  272  296  324  339  352  365  375  379  397  436  473  511  529  538  539  547  672  711  731  759  791  803  812  815  835  838  872  900  914  946  957  969  1040  1081  1123  1124  1173  1189  1193  1198  1286  1330  1334  1339  1345  1362  1366  1424  1444  1451  1457  1460
 12  14  29  56  72  74  83  95  96  115  123  153  215  253  296  300  344  349  377  388  402  408  427  445  469  473  495  521  525  549  556  620  622  648  674  680  687  715  742  747  772  782  808  817  818  860  862  906  926  940  971  973  996  1001  1026  1055  1071  1116  1135  1137  1197  1202  1245  1254  1260  1270  1272  1274  1285  1339  1371  1400  1439  1452  1473
 35  44  61  63  80  90  94  107  120  167  207  209  214  245  271  287  315  345  356  366  371  372  373  412  433  447  483  509  511  564  573  600  635  650  662  670  699  702  773  783  790  858  892  920  926  947  976  977  1002  1009  1017  1046  1085  1090  1107  1168  1179  1186  1191  1195  1200  1207  1219  1234  1247  1253  1287  1304  1321  1329  1397  1401  1414  1438  1472
 65  105  139  146  211  225  254  258  280  306  313  338  339  360  404  428  437  451  458  511  513  514  516  557  563  567  586  633  652  664  665  689  692  696  710  713  714  716  725  729  755  762  763  764  784  796  885  914  915  954  975  993  1024  1046  1056  1068  1091  1101  1103  1127  1155  1165  1185  1194  1229  1259  1281  1323  1355  1387  1427  1428  1430  1465  1480
 56  165  196  198  278  323  331  343  350  364  375  381  383  396  402  403  477  479  496  593  594  605  620  623  650  659  670  686  692  720  726  742  752  754  762  763  768  776  791  807  814  831  857  867  882  924  979  996  1011  1053  1056  1088  1116  1119  1130  1148  1153  1158  1172  1174  1184  1200  1207  1321  1340  1376  1395  1411  1413  1424  1427  1448  1450  1476  1482
 14  86  93  109  115  118  119  148  153  209  210  229  230  236  310  333  334  393  409  412  413  446  449  468  497  511  548  594  601  614  675  701  737  747  752  788  804  808  817  849  855  870  885  888  900  903  949  986  1012  1014  1020  1066  1073  1078  1084  1092  1102  1133  1142  1181  1224  1248  1271  1274  1296  1331  1376  1417  1418  1425  1427  1458  1462  1483  1496
 3  9  52  77  95  108  136  152  179  184  198  212  236  262  314  383  411  421  428  431  471  494  499  510  516  519  522  525  536  596  629  673  679  719  738  739  750  752  778  782  784  809  870  904  919  942  949  1003  1051  1053  1056  1065  1085  1098  1158  1159  1170  1201  1202  1206  1222  1271  1283  1312  1322  1324  1357  1387  1404  1411  1420  1453  1454  1456  1458
 7  17  31  61  80  87  109  132  140  142  147  150  182  200  209  234  273  274  279  285  302  312  316  339  372  379  388  423  481  539  616  617  638  668  675  691  700  704  720  732  752  788  790  803  812  836  852  861  871  884  906  908  933  972  977  1009  1018  1022  1085  1092  1111  1138  1229  1255  1283  1336  1341  1348  1370  1387  1421  1424  1440  1441  1460
 10  14  95  102  119  134  162  166  167  174  183  198  207  227  241  265  272  282  291  361  369  372  383  503  511  538  583  597  646  654  655  714  720  751  760  776  821  833  847  848  896  902  929  961  971  982  986  1011  1020  1021  1024  1050  1075  1081  1099  1103  1109  1136  1175  1203  1208  1218  1220  1222  1228  1240  1264  1293  1311  1322  1332  1337  1355  1372  1444
 24  65  82  101  111  148  164  168  198  205  219  237  244  254  298  437  447  450  457  460  478  499  539  541  551  571  588  595  673  723  737  776  779  783  825  840  842  861  864  865  872  875  877  880  895  896  910  937  944  947  950  977  1061  1073  1098  1238  1246  1248  1292  1298  1305  1307  1318  1322  1327  1350  1351  1371  1407  1410  1426  1437  1446  1466  1487
 10  32  33  98  102  113  117  150  156  179  244  253  266  270  271  275  276  314  336  371  389  527  532  551  556  579  596  614  676  679  689  690  697  716  717  740  834  857  873  898  900  912  918  925  974  1002  1024  1025  1049  1061  1076  1087  1117  1129  1136  1139  1152  1194  1209  1225  1226  1240  1273  1291  1298  1310  1312  1334  1387  1390  1398  1424  1457  1460  1469
 48  151  187  190  193  215  235  251  296  324  349  366  384  389  394  399  429  432  447  480  507  543  574  596  597  621  652  653  662  663  680  714  741  745  789  791  793  821  914  927  934  959  972  974  978  980  987  1014  1025  1037  1043  1061  1074  1077  1108  1158  1200  1217  1236  1239  1271  1276  1280  1286  1309  1351  1373  1409  1423  1433  1442  1443  1451  1474  1488
 84  89  102  176  187  214  215  216  268  274  283  291  308  320  321  343  347  351  391  397  403  420  444  553  569  584  589  633  646  650  654  655  687  690  707  735  790  834  871  872  891  928  976  989  1005  1023  1026  1034  1044  1050  1056  1077  1098  1102  1156  1162  1173  1181  1192  1202  1216  1241  1293  1296  1315  1325  1328  1356  1372  1384  1411  1434  1451  1454  1467
 7  27  105  137  139  144  157  184  194  200  228  229  245  286  308  318  320  374  375  376  394  397  428  442  464  506  530  541  574  601  603  659  675  677  711  715  735  754  780  783  807  827  834  861  875  888  913  932  946  998  1040  1043  1054  1062  1072  1104  1115  1138  1140  1196  1217  1230  1235  1241  1242  1247  1256  1315  1318  1340  1369  1393  1408  1432  1448
 6  69  86  102  138  146  157  159  223  258  275  320  335  361  383  430  461  463  468  480  498  503  524  525  535  552  583  590  626  642  656  658  659  698  711  713  733  757  777  792  794  818  828  829  834  856  874  890  900  904  924  947  952  967  994  1042  1056  1071  1128  1136  1154  1168  1189  1257  1285  1312  1319  1329  1342  1375  1390  1395  1441  1461  1479
 11  34  49  73  78  79  93  116  130  141  150  155  160  161  170  195  214  245  247  265  266  272  277  279  303  304  358  409  412  461  464  505  518  546  549  557  565  595  605  613  646  753  755  761  771  803  838  864  871  875  883  908  966  985  987  1020  1027  1034  1045  1078  1163  1164  1169  1170  1213  1250  1302  1313  1316  1332  1384  1412  1424  1446  1497
 2  12  14  55  78  80  102  127  157  162  182  195  237  300  321  343  344  401  412  430  443  444  463  474  484  509  524  532  547  551  584  593  610  627  650  684  691  720  762  813  819  830  840  842  862  865  870  921  971  985  1011  1033  1043  1095  1115  1125  1159  1164  1178  1210  1286  1288  1290  1303  1348  1350  1357  1371  1388  1405  1412  1435  1443  1478  1493
 22  47  52  67  77  83  87  127  129  146  170  172  176  211  213  214  215  220  237  240  255  281  283  293  294  344  396  438  474  478  530  552  570  611  619  640  663  723  733  744  811  821  844  873  875  882  891  896  913  946  950  959  968  990  1010  1022  1029  1049  1057  1079  1081  1089  1100  1186  1215  1232  1243  1278  1283  1318  1319  1335  1361  1427  1458
 1  9  12  13  55  61  73  74  75  96  123  149  156  167  185  192  210  211  213  271  272  277  296  388  394  517  579  600  609  652  660  728  730  742  813  843  863  871  887  913  919  921  933  949  950  1026  1059  1063  1087  1129  1205  1213  1222  1226  1227  1230  1240  1250  1280  1293  1313  1315  1324  1345  1346  1351  1386  1399  1447  1456  1457  1459  1463  1482  1497
 5  6  20  35  44  77  115  118  119  135  160  173  177  195  223  224  258  271  275  304  338  345  352  356  359  374  396  399  408  436  446  457  490  492  504  509  535  577  641  659  661  693  719  741  747  777  778  783  795  811  890  955  975  976  1015  1040  1099  1113  1122  1141  1165  1186  1205  1230  1261  1262  1336  1346  1351  1369  1382  1407  1431  1458  1486
 5  55  67  70  86  96  139  150  190  226  237  257  308  317  337  359  389  424  431  441  463  478  488  500  503  523  526  552  594  606  624  631  634  643  655  711  735  766  773  775  891  912  928  937  968  975  977  1018  1020  1027  1073  1081  1090  1179  1218  1226  1233  1241  1257  1263  1282  1289  1308  1325  1345  1362  1365  1404  1409  1415  1450  1452  1463  1475  1481
 5  14  28  121  147  157  162  163  173  183  189  225  237  256  269  340  342  347  390  444  450  457  473  484  505  506  514  563  582  609  632  660  686  692  709  726  731  736  758  763  773  827  850  868  883  888  889  895  903  911  920  928  945  1019  1062  1077  1111  1149  1152  1155  1173  1212  1245  1247  1269  1283  1291  1294  1320  1372  1401  1417  1421  1459  1461
 8  37  44  45  59  60  69  75  84  99  114  141  152  184  203  215  243  250  325  338  379  396  398  400  401  405  421  433  446  499  509  595  618  622  625  639  651  668  669  671  704  737  785  791  801  811  858  893  917  938  947  963  973  976  988  1043  1052  1154  1189  1208  1235  1257  1311  1312  1316  1325  1336  1372  1379  1384  1414  1417  1423  1440  1485
 5  13  22  23  39  52  66  83  99  122  140  176  189  218  219  235  256  265  302  314  334  338  361  368  370  398  462  494  539  559  591  601  622  654  676  683  693  698  726  786  832  844  851  879  883  892  925  934  980  988  991  998  1007  1011  1016  1020  1037  1038  1062  1088  1094  1137  1224  1254  1271  1298  1318  1334  1341  1385  1445  1453  1457  1475  1480
 33  60  66  117  135  188  191  200  207  224  247  249  276  338  349  368  411  434  436  440  454  499  534  545  564  570  594  640  668  687  708  713  731  763  776  792  795  801  820  823  833  868  873  898  926  932  954  973  1050  1077  1078  1080  1084  1086  1130  1188  1194  1214  1217  1234  1236  1258  1278  1279  1292  1311  1406  1410  1411  1418  1419  1441  1455  1457  1480
 4  14  58  138  167  178  188  193  203  239  248  265  291  292  307  325  399  404  430  432  439  472  484  492  496  589  622  635  639  649  681  687  691  715  728  747  755  770  775  805  818  824  827  835  838  862  879  895  940  960  964  984  997  1022  1043  1052  1078  1088  1094  1100  1104  1106  1165  1169  1178  1200  1235  1245  1315  1347  1379  1391  1417  1433  1447
 6  9  28  37  91  98  104  131  140  154  159  162  217  241  251  253  258  266  267  275  292  300  313  367  381  448  451  463  505  513  514  520  526  540  543  553  591  598  609  678  706  707  744  762  800  803  811  850  852  861  902  913  923  937  952  961  983  1044  1139  1186  1187  1243  1268  1297  1331  1334  1344  1392  1421  1422  1457  1463  1471  1495  1496
 7  8  9  17  25  26  44  92  118  119  122  156  183  215  217  232  242  303  311  428  430  438  454  477  479  482  536  550  598  599  615  616  625  627  647  649  688  691  704  710  742  782  790  842  851  878  897  902  907  908  951  1021  1047  1070  1114  1118  1127  1137  1156  1159  1177  1187  1208  1216  1295  1328  1356  1364  1367  1381  1433  1450  1488  1492  1494
 21  35  64  86  122  147  159  202  217  224  228  241  290  293  305  307  321  324  495  498  511  513  521  535  540  550  558  559  573  583  597  605  612  628  641  657  688  693  721  740  746  753  793  801  839  873  891  904  912  972  978  981  1029  1048  1050  1055  1084  1096  1108  1109  1145  1161  1171  1195  1259  1278  1335  1339  1372  1385  1388  1400  1479  1489  1494
 1  6  7  48  50  55  86  89  90  91  109  110  117  179  284  295  309  323  332  335  339  351  355  358  372  389  428  435  442  448  454  502  520  540  562  568  569  623  642  663  733  742  750  787  807  825  851  861  863  875  904  917  923  953  1007  1047  1097  1129  1136  1149  1180  1236  1243  1253  1277  1280  1323  1366  1367  1368  1406  1407  1419  1430  1457
 17  26  27  42  44  84  111  119  182  192  213  225  279  285  287  302  315  345  353  355  378  380  395  397  398  412  528  539  558  570  634  654  658  673  680  690  703  733  760  776  781  794  798  824  852  854  884  909  910  922  924  960  963  987  1010  1013  1030  1079  1083  1090  1093  1113  1128  1189  1199  1229  1244  1319  1343  1423  1427  1437  1446  1455  1483
 26  92  101  127  134  155  181  222  233  262  280  290  308  319  349  354  362  374  382  383  388  394  426  456  478  481  483  488  539  561  575  597  616  626  630  651  692  698  709  756  770  776  777  787  788  795  818  891  975  976  1015  1017  1019  1021  1033  1039  1053  1056  1075  1090  1129  1132  1148  1228  1241  1292  1341  1346  1357  1375  1436  1446  1462  1464  1493
 34  72  86  98  101  124  179  197  199  245  246  269  331  362  394  406  441  445  582  589  597  608  609  625  641  665  692  695  709  723  743  755  784  793  805  810  850  855  856  887  889  905  922  950  954  993  998  1009  1014  1037  1038  1040  1046  1055  1095  1101  1143  1162  1169  1174  1194  1212  1289  1306  1353  1368  1401  1423  1429  1435  1437  1438  1471  1495  1499
 33  36  44  104  123  126  138  205  215  290  342  355  387  396  413  437  438  459  465  487  493  536  542  552  628  670  677  685  695  710  733  736  746  752  757  769  777  802  807  832  914  932  989  1002  1031  1043  1050  1051  1054  1103  1119  1138  1142  1145  1159  1175  1179  1201  1220  1236  1239  1240  1251  1269  1281  1282  1314  1319  1335  1380  1400  1423  1467  1482  1494
 0  39  50  52  64  79  93  102  127  132  147  159  170  175  181  184  204  233  236  249  262  266  343  356  378  386  405  435  447  460  464  465  472  502  512  567  577  597  619  633  683  710  717  759  784  805  806  824  836  861  876  881  898  917  921  1000  1002  1006  1066  1102  1120  1130  1138  1145  1166  1194  1226  1227  1249  1281  1312  1323  1353  1411  1470
 10  46  131  159  167  169  182  254  296  303  310  312  317  319  345  361  362  392  400  402  413  414  446  458  501  519  528  547  617  623  624  647  728  735  737  775  806  830  848  870  898  916  936  961  963  989  1007  1012  1020  1036  1042  1065  1074  1123  1151  1164  1173  1188  1220  1221  1236  1259  1282  1284  1301  1306  1323  1368  1372  1398  1451  1464  1469  1490  1491
 11  28  44  62  84  101  126  132  134  136  178  186  192  198  217  238  245  258  264  305  307  332  352  383  399  410  416  485  493  530  573  664  667  679  680  682  692  703  746  781  787  803  821  839  861  864  880  904  950  979  989  1055  1060  1102  1134  1135  1136  1142  1149  1155  1255  1277  1293  1302  1355  1366  1379  1412  1416  1433  1434  1443  1458  1487  1495
 15  28  73  78  88  98  135  140  153  165  211  228  238  300  329  341  374  380  387  397  416  466  513  531  574  578  596  631  656  661  680  683  703  767  802  815  830  831  858  860  872  874  903  908  923  941  947  993  994  1002  1033  1044  1100  1108  1132  1143  1145  1150  1157  1178  1198  1210  1249  1266  1314  1336  1337  1369  1392  1397  1420  1429  1434  1454  1467
 0  17  25  44  55  83  85  114  127  155  176  221  253  284  293  304  315  320  327  393  403  418  438  458  498  503  535  554  561  598  604  606  620  652  676  689  703  720  726  727  754  777  788  794  811  813  860  927  936  982  1012  1040  1055  1086  1116  1133  1166  1179  1180  1206  1256  1266  1272  1283  1332  1345  1393  1418  1424  1435  1445  1461  1468  1474  1490
 9  33  42  46  61  108  116  117  135  159  168  175  194  228  245  268  274  281  329  343  369  399  411  423  438  443  504  509  544  547  580  587  607  632  637  642  643  645  655  657  679  714  778  780  785  813  819  825  895  914  916  925  987  1011  1024  1030  1059  1063  1076  1110  1185  1211  1271  1280  1285  1311  1333  1335  1338  1375  1385  1445  1448  1471  1489
 30  39  41  73  85  98  109  116  135  169  199  224  253  257  279  300  306  311  339  344  396  412  432  456  462  464  483  484  489  519  602  603  606  616  621  641  660  672  713  716  726  731  733  757  758  766  774  784  838  841  861  863  883  910  926  990  1028  1058  1069  1093  1113  1122  1204  1223  1239  1261  1274  1373  1381  1419  1467  1472  1475  1490  1496
 7  20  25  26  29  50  71  73  81  96  110  116  118  140  141  145  160  175  181  192  204  264  295  299  349  369  373  428  429  461  470  477  486  493  507  568  570  612  630  642  660  675  678  768  798  819  907  934  947  965  968  971  979  981  999  1012  1027  1033  1056  1069  1130  1156  1271  1286  1334  1358  1368  1371  1390  1411  1428  1432  1434  1440  1480
 30  41  60  63  97  109  144  146  171  262  268  296  312  314  324  336  347  352  355  376  409  426  433  437  455  457  466  500  506  508  525  587  656  658  710  738  761  773  775  807  808  833  882  884  904  913  1032  1045  1065  1096  1122  1130  1134  1197  1198  1217  1232  1240  1249  1262  1268  1297  1299  1311  1339  1384  1387  1390  1408  1432  1446  1470  1478  1480  1482
 62  67  81  91  98  100  110  124  136  144  146  149  162  225  228  232  236  238  244  245  266  289  294  317  324  358  387  393  434  473  508  526  533  547  640  641  675  683  717  741  752  791  810  814  869  889  908  930  934  974  979  1040  1067  1089  1107  1109  1123  1132  1157  1159  1210  1256  1268  1275  1335  1377  1378  1379  1382  1383  1403  1431  1437  1447  1452
 3  45  100  110  127  133  151  153  203  209  221  232  235  252  256  264  273  286  336  380  406  407  416  421  427  462  496  500  525  543  571  603  620  662  674  718  721  755  757  764  780  792  793  845  902  904  921  941  977  1037  1074  1084  1114  1140  1142  1144  1156  1174  1206  1229  1281  1285  1306  1326  1333  1337  1340  1345  1363  1401  1410  1421  1453  1478  1485
